id;source;pmid;pmcid;doi;title;authorString;journalTitle;issue;journalVolume;pubYear;journalIssn;pageInfo;pubType;isOpenAccess;inEPMC;inPMC;hasPDF;hasBook;hasSuppl;citedByCount;hasReferences;hasTextMinedTerms;hasDbCrossReferences;hasLabsLinks;hasTMAccessionNumbers;firstIndexDate;firstPublicationDate;versionNumber
40936356;MED;40936356;PMC12426585;10.1002/eap.70091;Thermal drone surveys to detect arboreal fauna: Improving population estimates and threatened species monitoring.;Wagner B, Garnick SW, Ryan MF, Isaac JL, Begg A, Nitschke CR.;Ecol Appl;6;35;2025;1051-0761;e70091;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;N;2025-09-12;2025-09-01;NA
39901891;MED;39901891;PMC11788540;10.1002/ece3.70858;Shelter Distribution and Type Affect Space Use of a Desert Reptile.;Averill-Murray RC, Riedle JD.;Ecol Evol;2;15;2025;2045-7758;e70858;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;Y;Y;2025-02-04;2025-02-02;NA
40399511;MED;40399511;PMC12095629;10.1038/s41598-025-02943-7;A randomized controlled trial combining house screening and insecticide-treated nets reduces malaria transmission in northwestern Ethiopia.;Belay AK, Asale A, Sole CL, Yusuf AA, Torto B, Abro Z, Kassie M, Mutero CM, Tchouassi DP.;Sci Rep;1;15;2025;2045-2322;17709;"research-article; randomized controlled trial; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-05-23;2025-05-21;NA
41221251;MED;41221251;PMC12597991;10.1002/ece3.72430;Interaction Between Age and Individual Heterogeneity Shapes Breeding Probability in a Long-Lived Marine Ectotherm.;Glen CG, Lebreton JD, Mustin W, Bjorndal KA.;Ecol Evol;11;15;2025;2045-7758;e72430;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-11-12;2025-11-09;NA
41136510;MED;41136510;PMC12552443;10.1038/s41598-025-21142-y;Monitoring juvenile sicklefin lemon shark Negaprion acutidens in remote marine nurseries using unmanned aerial vehicles (UAVs).;Li CJ, Lin CT, Soong K.;Sci Rep;1;15;2025;2045-2322;37242;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-10-26;2025-10-24;NA
40950792;MED;40950792;PMC12432336;10.1002/ece3.72133;"Floral Integration and Phenotypic Selection on Floral Traits of &lt;i&gt;Ipomoea cavalcantei&lt;/i&gt; (Convolvulaceae), a Rare, Endemic, and Endangered Species to the Amazon Ironstone Outcrops.";Valentin-Silva A, da Costa ACG, Domingos-Melo A, da Costa LEN, Silva KR, da Silva Carvalho C, Watanabe MTC.;Ecol Evol;9;15;2025;2045-7758;e72133;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-09-16;2025-09-13;NA
40274918;MED;40274918;PMC12022150;10.1038/s41598-025-98990-1;Managing free-roaming domestic dog populations using surgical sterilisation: a randomised controlled trial.;Fielding HR, Fernandes KA, V R A, Belgayer D, Misquita A, Kenny R, Gibson AD, Gamble L, Bronsvoort BMC, Mellanby RJ, Handel I, Rivett D, Newman K, King R, Sayyed I, Sayed A, Lad K, Yaraguda M, Parate AD, Balagali MK, Mazeri S.;Sci Rep;1;15;2025;2045-2322;14221;"randomized controlled trial, veterinary; research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-04-25;2025-04-24;NA
40549799;MED;40549799;PMC12184899;10.1371/journal.pone.0326875;Infected connections: Unraveling the impact of a bacterial symbiont on ant-aphid partnership.;Jossart M, Hance T, Detrain C.;PLoS One;6;20;2025;1932-6203;e0326875;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;N;2025-06-25;2025-06-23;NA
40235724;MED;40235724;PMC11997375;10.1002/ece3.71098;Population Genetics Meets Ecology: A Guide to Individual-Based Simulations in Continuous Landscapes.;Chevy ET, Min J, Caudill V, Champer SE, Haller BC, Rehmann CT, Smith CCR, Tittes S, Messer PW, Kern AD, Ramachandran S, Ralph PL.;Ecol Evol;4;15;2025;2045-7758;e71098;"research-article; journal article";Y;Y;Y;Y;N;Y;8;Y;Y;N;N;N;2025-04-17;2025-04-15;NA
40185870;MED;40185870;PMC11971309;10.1038/s41598-025-94915-0;Unexpected microbial diversity in new Caledonia's ultramafic ecosystems with conservation implications in a biodiversity hotspot.;Ripoll J, Stenger PL, Nuñez NF, Demenois J, Stokes A, Gourmelon V, Dinh K, Robert N, Drouin J, Mournet P, Léopold A, Read J, Gardes M, Maggia L, Carriconde F.;Sci Rep;1;15;2025;2045-2322;11564;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-04-07;2025-04-04;NA
PMC12134264;PMC;NA;PMC12134264;NA;Spatiotemporal patterns and environmental determinants of wildlife-vehicle collisions in Banke National Park, Nepal;Koju N, Anish K, Dodhari K, Giri P, Lee M, Pokhrel S, Ghimire A, Nyaichyai L, Onditi K, Jiang X, Kyes R.;Sci Rep;1;15;2025;2045-2322;NA;"research-article; journal article";Y;Y;Y;Y;N;Y;0;N;Y;N;N;N;2025-06-06;2025-01-01;NA
41120419;MED;41120419;PMC12540794;10.1038/s41598-025-20413-y;Influence of climatic and land use factors on post-monsoon distribution of Aedes mosquito vectors in Udupi taluk.;Nayak PP, Pai B J, Govindan S, Babu N N.;Sci Rep;1;15;2025;2045-2322;36649;"research-article; journal article; observational study";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-10-22;2025-10-21;NA
40892732;MED;40892732;PMC12404493;10.1371/journal.pone.0331039;Assessing the potential of seaweed extracts to improve vegetative, physiological and berry quality parameters in Vitis vinifera cv. Chardonnay under cool climatic conditions.;Yssel J, Everaerts V, Van Hemelrijk W, Bylemans D, Setati ME, Lievens B, Blancquaert E, Crauwels S.;PLoS One;9;20;2025;1932-6203;e0331039;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-09-04;2025-09-02;NA
40904371;MED;40904371;PMC12401945;10.1002/ece3.71992;3D Habitat Complexity and Coral Morphology Modulate Reef Fish Functional Structure in a Marine National Park.;Ferreira SB, Burns JHR, Fukunaga A, Tuttle Raz LJ, McKenna SA, Annandale K, Monello RJ.;Ecol Evol;9;15;2025;2045-7758;e71992;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-09-04;2025-09-01;NA
39775357;MED;39775357;PMC11709314;10.1371/journal.pone.0313916;Decreased risk-proneness with increasing age in equally raised and kept wolves and dogs.;Jean-Joseph H, Kortekaas K, Range F, Kotrschal K.;PLoS One;1;20;2025;1932-6203;e0313916;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;Y;2025-01-11;2025-01-08;NA
39618182;MED;39618182;PMC11736340;10.1002/eap.3057;Detecting the effect of intensive agriculture on Odonata diversity using citizen science data.;Baeta R, Léauté J, Sansault É, Pincebourde S.;Ecol Appl;1;35;2025;1051-0761;e3057;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;Y;2024-12-02;2024-12-02;NA
38949049;MED;38949049;PMC11780213;10.1111/cobi.14326;Reptile responses to fire across the western Mediterranean Basin.;Santos X, Chergui B, Belliure J, Moreira F, Pausas JG.;Conserv Biol;1;39;2025;"1523-1739; 0888-8892; ";e14326;"research-article; journal article";Y;Y;Y;Y;N;Y;3;Y;Y;N;Y;N;2024-07-01;2024-07-01;NA
PMC12339986;PMC;NA;PMC12339986;NA;Fine-scale spatial organisation of deep-sea sea pens in a NE atlantic submarine canyon conservation area;Susini I, Van Audenhaege L, Price D, Pearman T, Mitchell E, Huvenne V.;Sci Rep;1;15;2025;2045-2322;NA;"research-article; journal article";Y;Y;Y;Y;N;Y;0;N;Y;N;N;N;2025-08-14;2025-01-01;NA
40356059;MED;40356059;PMC12143370;10.1111/mec.17793;Diet Driven Differences in Host Tolerance Are Linked to Shifts in Global Gene Expression in a Common Avian Host-Pathogen System.;Sauer EL, Stacy C, Perrine W, Love AC, Lewis JA, DuRant SE.;Mol Ecol;12;34;2025;"0962-1083; 1365-294x; ";e17793;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;Y;2025-05-20;2025-05-12;NA
40297851;MED;40297851;PMC12035817;10.1093/beheco/araf027;Ecological contexts shape sexual selection on male color morphs in wood tiger moths.;Selenius E, De Pasqual C, Hänninen M, Kartano L, Winters S, Mappes J.;Behav Ecol;3;36;2025;"1045-2249; 1465-7279; ";araf027;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;Y;2025-04-29;2025-03-31;NA
41249350;MED;41249350;PMC12623740;10.1038/s41598-025-24045-0;Machine learning prediction of STEMI incidence with SHAP interpretation of environmental determinants.;Xu H, Guan H, Zhang Y, Zhang H, Chen R, Zhao H, Du K, Li M, Yu D, Dong K, Peng S, Sun Y, Yin L, Li Y, Song T.;Sci Rep;1;15;2025;2045-2322;40245;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;Y;2025-11-18;2025-11-17;NA
40212919;MED;40212919;PMC11981877;10.1002/ece3.71228;A Picky Predator and Its Prey: How Snow Conditions and Ptarmigan Abundance Impact Gyrfalcon Feeding Behaviour and Breeding Success.;Slettenhaar AJ, Østnes JE, Moen BC, Kroglund RT, Nygård T, Nilsen EB.;Ecol Evol;4;15;2025;2045-7758;e71228;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-04-11;2025-04-09;NA
40755888;MED;40755888;PMC12318613;10.1002/ece3.71892;"Intraspecific Competition Promotes Oviposition During Host Egg Incubation in the Parasitic Fly &lt;i&gt;Philornis downsi&lt;/i&gt;.";Kofler B, Mosquera D, Heimpel GE, Richner H, Tebbich S.;Ecol Evol;8;15;2025;2045-7758;e71892;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;Y;N;2025-08-04;2025-08-03;NA
PMC12386281;PMC;NA;PMC12386281;NA;Infestation and Larval Habitat Ecology of Aedes aegypti and Aedes albopictus in an Urban Gradient in Vassouras, Rio de Janeiro, Brazil;Caetano G, Xavier S, David M.;Insects;8;16;2025;2075-4450;NA;"research-article; journal article";Y;Y;Y;Y;N;Y;0;N;Y;N;N;N;2025-09-01;2025-08-01;NA
40468043;MED;40468043;PMC12240819;10.1038/s41559-025-02724-5;A general rule on the organization of biodiversity in Earth's biogeographical regions.;Bernardo-Madrid R, González-Suárez M, Rosvall M, Rueda M, Revilla E, Carrete M, Tella JL, Astigarraga J, Calatayud J.;Nat Ecol Evol;7;9;2025;2397-334x;1193-1204;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-06-11;2025-06-04;NA
39922881;MED;39922881;PMC11807194;10.1038/s41598-025-88623-y;Using insecticidal compounds to elucidate the potential role of neurotransmitters in Lepidoptera pupal ecdysis.;Krishnan N, Gorman C, Stewart J, Bradbury S, Jurenka R.;Sci Rep;1;15;2025;2045-2322;4763;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-02-09;2025-02-08;NA
40192444;MED;40192444;PMC12010458;10.1111/mec.17754;Surviving on Limited Resources: Effects of Caloric Restriction on Growth, Gene Expression and Gut Microbiota in a Species With Male Pregnancy (Hippocampus erectus).;Pappert FA, Wüst VA, Fontanes Eguiguren C, Roth O.;Mol Ecol;9;34;2025;"0962-1083; 1365-294x; ";e17754;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-04-07;2025-04-07;NA
40341276;MED;40341276;PMC12061410;10.1371/journal.pone.0322412;Diversity in trap color and height increases species richness of bark and woodboring beetles detected in multiple funnel traps.;Sweeney J, Gao W, Gutowski JM, Hughes C, Kimoto T, Kostanowicz C, Li Y, MacQuarrie CJK, Mayo P, Meng Q, Mokrzycki T, Silk P, Webster V, Miller DR.;PLoS One;5;20;2025;1932-6203;e0322412;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;N;2025-05-10;2025-05-08;NA
39827207;MED;39827207;PMC11742711;10.1038/s41598-024-84641-4;Optimizing survey conditions for Burmese python detection and removal using community science data.;McCaffrey KR, Miller MA, Balaguera-Reina SA, Romer AS, Kirkland M, Peters A, Metzger EF, Rodgers L, Mazzotti FJ.;Sci Rep;1;15;2025;2045-2322;2421;"research support, non-u.s. gov't; research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-01-22;2025-01-18;NA
39967439;MED;39967439;PMC11836597;10.1111/ele.70074;Urban Environments Promote Adaptation to Multiple Stressors.;Briski E, Langrehr L, Kotronaki SG, Sidow A, Martinez Reyes CG, Geropoulos A, Steffen G, Theurich N, Dickey JWE, Hütt JC, Haubrock PJ, Soto I, Kouba A, Cuthbert RN.;Ecol Lett;2;28;2025;"1461-023x; 1461-0248; ";e70074;"letter; journal article";Y;Y;Y;Y;N;Y;6;Y;Y;N;Y;Y;2025-02-19;2025-02-01;NA
40510631;MED;40510631;PMC12158794;10.1002/ece3.71575;Diverse Ecological Strategies Increase Invasion Resistance in an Experimental Grassland Restoration.;Ernst AR, Larkin DJ, Kramer AT, Glasenhardt MC, Hipp AL.;Ecol Evol;6;15;2025;2045-7758;e71575;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;Y;N;2025-06-15;2025-06-11;NA
40290389;MED;40290389;PMC12032194;10.1002/ece3.71261;"Sex-Specific Effects of Social Environment on Behaviour and Their Correlations in &lt;i&gt;Drosophila melanogaster&lt;/i&gt;.";Macartney EL, Burke S, Pottier P, Hamoudi Z, Hart C, Ahmed R, Lin YQ, Neely GG, Drobniak SM, Nakagawa S.;Ecol Evol;4;15;2025;2045-7758;e71261;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-04-29;2025-04-25;NA
40519851;MED;40519851;PMC12166657;10.1093/beheco/araf046;A family history: effects of parental age on offspring life-history traits in bighorn sheep.;Marchand E, Renaud LA, Festa-Bianchet M.;Behav Ecol;4;36;2025;"1045-2249; 1465-7279; ";araf046;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-06-16;2025-05-08;NA
40440350;MED;40440350;PMC12121815;10.1371/journal.pone.0324248;Factors shaping giraffe behavior in U.S. zoos: A multi-institutional study to inform management.;Wark JD, Cronin KA.;PLoS One;5;20;2025;1932-6203;e0324248;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-05-31;2025-05-29;NA
39816957;MED;39816957;PMC11729212;10.1007/s10980-024-02016-6;Nineteenth-century land use shapes the current occurrence of some plant species, but weakly affects the richness and total composition of Central European grasslands.;Midolo G, Skokanová H, Clark AT, Vymazalová M, Chytrý M, Dullinger S, Essl F, Šibík J, Keil P.;Landsc Ecol;1;40;2025;0921-2973;22;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-01-16;2025-01-13;NA
40718698;MED;40718698;PMC12300472;10.1002/ece3.71812;Manipulating Individual State During Migration: Carry-Over Effects of Cumulative Stress on Survival.;Grentzmann IP, Gauthier G, Angelier F, Bêty J, LeTourneux F, Legagneux P.;Ecol Evol;7;15;2025;2045-7758;e71812;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-07-28;2025-07-27;NA
41237140;MED;41237140;PMC12617923;10.1371/journal.pone.0336943;Field evaluation of ethnomedicinal plants' smoke knockdown and repellent efficacy against pre-bedtime biting malaria vectors in Mazowe district, Zimbabwe.;Nyasvisvo DS, Sande S, Sithole R, Nhiwatiwa T.;PLoS One;11;20;2025;1932-6203;e0336943;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;N;N;2025-11-15;2025-11-14;NA
40256745;MED;40256745;PMC12007501;10.7717/peerj.19226;"&lt;i&gt;Endozoicomonas&lt;/i&gt; dominance and Vibrionaceae stability underpin resilience in urban coral &lt;i&gt;Madracis auretenra&lt;/i&gt;.";Ruiz-Toquica J, Franco Herrera A, Medina M.;PeerJ;NA;13;2025;2167-8359;e19226;"research-article; journal article";Y;Y;Y;Y;N;Y;3;Y;Y;N;Y;Y;2025-04-21;2025-04-15;NA
40594654;MED;40594654;PMC12219761;10.1038/s41598-025-06041-6;Killer whale call detection rates vary among subspecies and populations in the North Pacific.;Myers HJ, Olsen DW, Konar BH, Whitney A, Birch K, Dugan P, Mueter FJ, Guazzo RA, Horstmann LA, Matkin CO.;Sci Rep;1;15;2025;2045-2322;21072;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-07-02;2025-07-01;NA
40982383;MED;40982383;PMC12453138;10.1111/ele.70218;Millennia of Metacommunity Diversification and Homogenization Captured by Sedimentary Ancient DNA.;Rijal DP, Bråthen KA, Brown AG, Heintzman PD, Alsos IG, Yoccoz NG.;Ecol Lett;9;28;2025;"1461-023x; 1461-0248; ";e70218;"letter; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;N;2025-09-24;2025-09-01;NA
39605240;MED;39605240;PMC11701869;10.1111/mec.17603;Extreme Environmental Variability Induces Frontloading of Coral Biomineralisation Genes to Maintain Calcification Under pCO<sub>2</sub> Variability.;Brown KT, Dellaert Z, Martynek MP, Durian J, Mass T, Putnam HM, Barott KL.;Mol Ecol;2;34;2025;"0962-1083; 1365-294x; ";e17603;"research-article; journal article";Y;Y;Y;Y;N;Y;2;Y;Y;N;Y;Y;2024-11-28;2024-11-28;NA
40294088;MED;40294088;PMC12036921;10.1371/journal.pone.0320186;Spatiotemporal heterogeneity of bicycle ridership based on GTWR model.;Zhang X, Yan X, Yan B, Jiao S, Zhang L.;PLoS One;4;20;2025;1932-6203;e0320186;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-04-29;2025-04-28;NA
40233114;MED;40233114;PMC11999120;10.1371/journal.pone.0320877;Spruce vs. pine did not impact soil organic carbon density but strongly affected a functionally important dwarf shrub in a boreal production forest system.;Hegland SJ, Olsson EE, Stensaker M, Gilhuus J, Snook B, Rydgren K, Gillespie MAK.;PLoS One;4;20;2025;1932-6203;e0320877;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-04-15;2025-04-15;NA
41366499;MED;41366499;PMC12690926;10.1186/s40462-025-00615-9;Radio telemetry of butterflies: practical insights and critical tag-weight thresholds.;Heitzler S, Dallmöller S, Hinneberg H, Murillo-Hiller LR, Gottschalk TK.;Mov Ecol;1;13;2025;2051-3933;86;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;N;2025-12-10;2025-12-09;NA
39891496;MED;39891496;PMC11880652;10.1111/1365-2656.14247;Drivers of individual differences in the sleep behaviour of fallow deer neonates.;Mortlock E, English H, Börger L, Matas D, Koren L, Capellini I, Jennings D.;J Anim Ecol;3;94;2025;"0021-8790; 1365-2656; ";449-461;"research-article; journal article";Y;Y;Y;Y;N;Y;2;Y;Y;N;Y;N;2025-02-03;2025-02-01;NA
39821144;MED;39821144;PMC11737689;10.1371/journal.pone.0311986;Advancing biomonitoring of eDNA studies with the Anaconda R package: Integrating soil and One Health perspectives in the face of evolving traditional agriculture practices.;Stenger PL, Léopold A, Dinh K, Mournet P, Robert N, Drouin J, Wamejonengo J, Russet S, Ibanez T, Maggia L, Carriconde F.;PLoS One;1;20;2025;1932-6203;e0311986;"research-article; journal article";Y;Y;Y;Y;N;Y;3;Y;Y;N;N;N;2025-01-18;2025-01-16;NA
41238653;MED;41238653;PMC12618534;10.1038/s41598-025-23674-9;Bacteria associated with the cereal leaf beetle act as the insect's allies in adapting to protease inhibitors, but impair its development in laboratory condition.;Wielkopolan B, Szabelska-Beręsewicz A, Obrępalska-Stęplowska A.;Sci Rep;1;15;2025;2045-2322;39944;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-11-15;2025-11-14;NA
40737396;MED;40737396;PMC12309664;10.1126/sciadv.adt8600;Better and faster decisions by larger fish shoals in the wild.;Pacher K, Bierbach D, Sevinchan Y, Vollmoeller C, Juarez-Lopez A, Jiménez-Jiménez JE, Krause S, Wolf M, Romanczuk P, Arias-Rodríguez L, Krause J.;Sci Adv;31;11;2025;2375-2548;eadt8600;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;N;2025-07-31;2025-07-30;NA
41177940;MED;41177940;PMC12580470;10.1002/eap.70118;Temporal displacement of the mammal community in a protected area due to hunting and recreational activities.;Peters A, Smith AF, Henrich M, Dormann CF, Heurich M.;Ecol Appl;7;35;2025;1051-0761;e70118;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;Y;N;2025-11-03;2025-10-01;NA
41302896;MED;41302896;PMC12653917;10.3390/insects16111150;"Overwintering Ecology and Novel Trapping Strategies for Sustainable Management of the Common Pistachio Psyllid (&lt;i&gt;Agonoscena pistaciae&lt;/i&gt;) in Pistachio Orchards.";Laz B.;Insects;11;16;2025;2075-4450;1150;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;N;N;2025-11-27;2025-11-10;NA
40979803;MED;40979803;PMC12449065;10.1093/beheco/araf086;Divergent alternative mating tactics in convergent male reproductive morphs.;Zhang R, Bailey NW.;Behav Ecol;5;36;2025;"1045-2249; 1465-7279; ";araf086;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-09-24;2025-08-07;NA
40420276;MED;40420276;PMC12105146;10.1186/s12862-025-02391-x;Temporal patterns and environmental drivers of the red junglefowl vocalization.;Hao P, Rao X, Liang W, Zhang Y.;BMC Ecol Evol;1;25;2025;2730-7182;54;"research-article; journal article";Y;Y;Y;Y;N;N;1;Y;Y;N;Y;N;2025-05-27;2025-05-26;NA
40429208;MED;40429208;PMC12111942;10.3390/insects16050495;"Sexual Development of &lt;i&gt;Silba adipata&lt;/i&gt; (Diptera: Lonchaeidae): Effects of Diet, Ultraviolet Light and Fig Latex.";Díaz-Del-Castillo R, Córdova-García G, Pérez-Staples D, Birke A, Williams T, Lasa R.;Insects;5;16;2025;2075-4450;495;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;N;N;2025-05-28;2025-05-05;NA
39896772;MED;39896772;PMC11783233;10.1002/ece3.70943;Breeding-Related Changes in Social Interactions Among Female Vulturine Guineafowl.;Dehnen T, Nyaguthii B, Cherono W, Boogert NJ, Farine DR.;Ecol Evol;2;15;2025;2045-7758;e70943;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-02-04;2025-01-31;NA
40836053;MED;40836053;PMC12368117;10.1038/s41598-025-12928-1;An approach to using stranding data to monitor cetacean population trends and guide conservation strategies.;Lennon RL, Williams RS, Allan KJ, Ten Doeschate MTI, Davison NJ, Babayan SA, Brownlow AC.;Sci Rep;1;15;2025;2045-2322;28417;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-08-22;2025-08-20;NA
40560830;MED;40560830;PMC12194239;10.1371/journal.pone.0325556;Demographic rise of sea urchin Centrostephanus sylviae on Robinson Crusoe and Santa Clara Islands at the Juan Fernandez Archipelago: A biophysical and ecological approach.;Nuñez-Espinosa V, Parada C, Tapia B, Ernst B, Porobic J, Véliz D, Hinojosa I, Yévenes-Vega L.;PLoS One;6;20;2025;1932-6203;e0325556;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;N;2025-06-26;2025-06-25;NA
41249239;MED;41249239;PMC12623912;10.1038/s41598-025-23826-x;Modeling invasion risk of Mimosa pigra L. in Northeastern Thailand using Bayesian count models.;Gomontean B, Pingal AC, Khamthong K.;Sci Rep;1;15;2025;2045-2322;40156;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;N;N;2025-11-18;2025-11-17;NA
40108992;MED;40108992;PMC12010461;10.1111/mec.17739;Shared Dispersal Patterns but Contrasting Levels of Gene Flow in Two Anadromous Salmonids Along a Broad Subarctic Coastal Gradient.;Bouchard R, Babin C, Normandeau E, Xuereb A, Boulanger F, Coxon A, Diamond S, Fireman R, Lameboy J, Louttit N, Natawapineskum G, Okimaw D, Torio D, Varty S, Moore JS, Fraser D, Bernatchez L.;Mol Ecol;9;34;2025;"0962-1083; 1365-294x; ";e17739;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-03-20;2025-03-20;NA
39800782;MED;39800782;PMC11725577;10.1038/s41598-025-85494-1;Sugar conditioning combined with nectar nonsugar compounds enhances honey bee pollen foraging in a nectarless diocious crop.;Verellen F, Palottini F, Estravis-Barcala MC, Farina WM.;Sci Rep;1;15;2025;2045-2322;1756;"research support, non-u.s. gov't; research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-01-14;2025-01-12;NA
41225840;MED;41225840;PMC12609513;10.3390/plants14213290;Impact of Water Sediment Quality on Germination of Submerged Aquatic Plants in Flemish Streams.;Van der Cruysse L, Cock A, Boets P, Goethals PLM.;Plants (Basel);21;14;2025;2223-7747;3290;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;N;N;2025-11-14;2025-10-28;NA
40529335;MED;40529335;PMC12171244;10.1002/ece3.71550;Seasonal Variation of Forest Butterfly Diversity in Tropical Lowland Nepal.;Miya MS, Shrestha S, Dhakal A, Shrestha S, Karki R, Thapa K, Simkhada N, Chataut P, Tamang PM, Chhetri A.;Ecol Evol;6;15;2025;2045-7758;e71550;"research-article; journal article";Y;Y;Y;Y;N;N;0;Y;Y;N;N;Y;2025-06-18;2025-06-17;NA
40599881;MED;40599881;PMC12210148;10.1002/ece3.71674;Complementing Beach Seining With Dive Surveys Improves Fine-Scale Resolution of 0-Group Gadoid Distributions in Nearshore Habitats.;Valliant ML, Nickel A, Edvardsson R, Ólafsdóttir GÁ.;Ecol Evol;7;15;2025;2045-7758;e71674;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-07-03;2025-07-01;NA
40544360;MED;40544360;PMC12182722;10.1002/ecy.70121;Hidden influence of fire on locally rare and cryptic reptile species.;Smith AL, Lim ASY.;Ecology;6;106;2025;"1939-9170; 0012-9658; ";e70121;"research-article; journal article";Y;Y;Y;Y;N;Y;1;Y;Y;N;N;N;2025-06-24;2025-06-01;NA
41285970;MED;41285970;PMC12644552;10.1038/s41598-025-25471-w;First characterization of mosquito vector abundance and diversity on commercial swine farms in the United States.;Edache S, Edache D, Mauler L, Thackrah A, Horton V, Hanthorn C, Dixon A, Mitzel D, Cohnstaedt LW, Cernicchiaro N.;Sci Rep;1;15;2025;2045-2322;41566;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;N;N;2025-11-25;2025-11-24;NA
40700368;MED;40700368;PMC12286340;10.1371/journal.pone.0327543;Woody plant encroachment drives the decline of a grassland bird: The fate of golden-shouldered parrot (Psephotellus chrysopterygius) nests.;Crowley GM, Shephard S, Murphy SA, Garnett ST.;PLoS One;7;20;2025;1932-6203;e0327543;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;N;2025-07-24;2025-07-23;NA
40773234;MED;40773234;PMC12358902;10.1073/pnas.2501435122;Tracing SARS-CoV-2 clusters across local scales using genomic data.;Lyu L, Gill M, Stott G, Subedi S, Dailey C, Veytsel G, Alabady M, Fujimoto K, Penn R, Brown P, Sealy R, Bahl J.;Proc Natl Acad Sci U S A;32;122;2025;"0027-8424; 1091-6490; ";e2501435122;"research-article; journal article";Y;Y;Y;Y;N;Y;0;Y;Y;N;Y;Y;2025-08-08;2025-08-07;NA
